"datNorm" "datExp"
0.0319705186369396 0.226047159786277
0.229198428972261 0.278986791833454
-0.973678286801465 0.0625470642424998
0.426956098931568 0.340519977240388
2.22375995636142 1.37596403676127
1.00534976436868 0.574590625309367
0.269513013675721 0.290823822150409
1.24688529463216 0.698476656632254
0.00508825623704834 0.219448442791912
1.49308789929085 0.841863207499351
-0.242645835584114 0.165145411413901
1.09641308487731 0.61939517825544
-1.51658637227109 0.0262574031694205
0.11822478451578 0.248203963813499
-0.677788721260172 0.0950405734072489
0.0560756648314309 0.232087060755751
0.193303916340565 0.268743784735503
0.573437348483423 0.391912602999907
0.736822063386208 0.45539116993047
3.0529775059027 2.19310641648228
2.51540012694162 1.63695815433817
0.0885828933475373 0.24041839402964
0.293783653997309 0.298121941682794
0.396184261361806 0.330364286926893
-1.27572120797713 0.0392438216815752
-0.9383741711067 0.0658758965698975
1.30745663224136 0.732121138576781
0.179409292296672 0.264852825604516
-1.00617042803408 0.0596038439227427
3.32149823316678 2.50830375838874
-2.47143772447947 0.00400585087855305
-0.0443998159796846 0.207673153085412
-0.160103966942624 0.181972512250552
2.83794961959096 1.95878987931879
-1.40158615927355 0.0319203079933132
1.29985580676592 0.727841474914809
1.04127738714146 0.591996393486497
0.420304554015073 0.338306221611338
-1.53357149451232 0.0254970569393842
1.51532123139634 0.855688182449751
1.18972408060823 0.667685374428194
1.66188424434935 0.950537469512279
0.0734047297467153 0.236501594941835
3.08872629939734 2.23361455267173
1.54536930235227 0.874606937973948
0.433612648103926 0.342745673585735
2.69120438533944 1.80799688611546
0.954499228837596 0.550553070760104
0.899730509354111 0.525438826751213
-0.903185611423303 0.0693332582557858
0.470901650689958 0.35540481354586
0.88447968291037 0.518587371750185
0.419314183869391 0.33797748482893
2.16790986585367 1.32917045899399
1.99358319678767 1.18959052985276
1.54717655245144 0.875753428982583
-0.741286174709947 0.0871445107386475
-0.0505189751041515 0.206250273562962
-0.304946109344105 0.153241064325666
-0.348468333785131 0.145318186047343
1.84680513411612 1.07957334861152
-1.39759778548955 0.0321335939587876
1.99415235039056 1.19003040390129
1.88689675869252 1.10895020957368
0.668336988905612 0.427974410754422
0.171345471094769 0.262613504462564
0.160886831438186 0.259729644626988
0.842846703833373 0.500195456588116
1.64546962561485 0.939591417039142
-0.203703601366155 0.172931831508309
1.98554451563836 1.18338878846916
1.66026670036189 0.949455167029888
0.573468747405489 0.391924169567809
0.134966604277293 0.252681632114891
-0.725667465779966 0.0890371478568268
0.625338184466698 0.411360062509758
0.794944577028225 0.479593864665412
0.261679745170908 0.288496058566869
0.789419631433463 0.477255938641831
1.75085472107325 1.01130190716965
0.431646178093782 0.342087089861458
2.88381303564598 2.00742950053501
0.0409037979060153 0.228271905882198
2.15875573710554 1.32159736635787
-0.171723795090011 0.17952931483681
4.28166132618258 3.84562770637172
-0.229533240644601 0.16773719847211
0.290799515599904 0.297217602445638
1.70033904812561 0.976503067499174
-0.0405930136632376 0.208561997053048
1.25133263869246 0.700911236510136
-0.106755675130171 0.193509320547995
3.33501887472143 2.52484437318136
1.3631643961934 0.763997111987623
0.403118970844094 0.332633903667699
1.32944259995915 0.74459419315948
-0.955691015641226 0.0642258219047716
1.18331749675757 0.664291894894005
1.79441851272628 1.04194429952976
0.158968170308797 0.259203100625176
1.48247928606533 0.835318464555857
2.03706702356111 1.22349466571526
2.89479602535938 2.01918460970684
2.5166841187523 1.63816965540566
3.37524062564782 2.57443182378235
2.32251891519836 1.46120132789795
-3.26884285070478 0.000570554136792633
-1.1393402144109 0.0486829665080619
0.639807585063491 0.416899749770919
0.727598941152581 0.451629870589615
1.94125774359664 1.14958991668143
1.88853732794948 1.11016306382219
-0.0235152294799152 0.212584085686681
1.73242676840217 0.998516401332437
-0.749904513063041 0.0861137828238641
1.36433110490643 0.764674326687509
1.77368016525058 1.02728383388902
1.5595927517463 0.883656563191055
1.40008714161125 0.785621388128305
1.82897845377534 1.06667251497239
1.78700326021455 1.03668694786472
1.55856900089388 0.88300317654903
-1.83211397986365 0.0148616519589092
-0.349520970524934 0.145130493324302
-0.240756871130778 0.165516907921999
0.788907267700564 0.477039526474904
2.40869286003187 1.53819846821005
-0.115111684802447 0.19166729898898
-0.527585487746113 0.115944513034876
0.694216974666896 0.438196240185205
-0.330179333744545 0.148608750911796
-1.1981676993204 0.0444070908518942
0.00155376358583981 0.218591504804501
